Open_time,시가,고가,저가,종가,거래량,거래대금,거래횟수,매수_기본_자산_거래량,매수_상대_자산_거래대금
2018-02-01,10285.1,10335.0,8750.99,9224.52,33564.76,317636345.98,316020,15430.0,146130725.87
2018-02-02,9224.52,9250.0,8010.02,8873.03,49971.63,434236483.7,453411,23113.5,201292749.52
2018-02-03,8873.03,9473.01,8229.0,9199.96,28725.0,256834729.06,327519,14182.84,127068644.5
2018-02-04,9199.96,9368.0,7930.0,8184.81,32014.31,274912288.42,356134,13805.3,118884553.21
2018-02-05,8179.99,8382.8,6625.0,6939.99,63403.18,471166218.71,533510,29857.36,222022401.02
2018-02-06,6939.63,7878.0,6000.01,7652.14,100201.5,684364276.37,785996,49565.02,339117633.41
2018-02-07,7655.02,8476.0,7150.01,7599.0,60778.46,477935038.81,514893,30084.84,237137973.45
2018-02-08,7599.0,7844.0,7572.09,7784.02,1521.54,11770168.04,12417,844.26,6532638.64
2018-02-09,7789.9,8738.0,7789.9,8683.92,20482.91,173348469.81,273091,10404.04,88117562.12
2018-02-10,8683.93,9065.78,8120.0,8533.98,49381.51,423411421.93,537578,24506.72,210253734.38
2018-02-11,8533.99,8549.0,7726.53,8063.88,45025.19,366966437.25,524626,23180.34,188849914.35
2018-02-12,8063.82,8989.0,8053.0,8903.0,41987.85,362440826.99,477660,20916.95,180528457.55
2018-02-13,8903.0,8950.0,8351.0,8539.9,35454.97,305165143.7,401893,16558.46,142530987.44
2018-02-14,8535.17,9489.6,8533.0,9449.99,40811.95,370126692.73,514897,20508.46,185896385.03
2018-02-15,9449.98,10219.5,9301.5,10000.09,52427.6,512388484.73,608349,25805.1,252255267.88
2018-02-16,10000.89,10323.37,9666.0,10159.98,38161.21,381103299.22,405310,18313.0,182947133.89
